title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
Be The Occupant Of This 960 Sq Ft Residential Apartment Vacant For Rent At North Pirerbag,3 ,2 ,960 sqft,"Pirerbag, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568987-400x300.webp,https://www.bproperty.com/en/property/details-5387817.html,"February 7, 2023",13 Thousand
"See, This Beautiful Apartment And Make It Your New Home Which Is Up For Rent In Naya Paltan",4 ,3 ,"1,400 sqft","Naya Paltan, Motijheel, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568987-400x300.webp,https://www.bproperty.com/en/property/details-1977450.html,"March 6, 2020",40 Thousand
"An Apartment Is Up For Rent In Khulshi, Nearby Women College.",3 ,4 ,"1,450 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1162466-400x300.webp,https://www.bproperty.com/en/property/details-1978829.html,"March 6, 2020",35 Thousand
"An Apartment Is Ready For Rent At Khulshi, Nearby Women College.",3 ,4 ,"2,000 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/433517-400x300.webp,https://www.bproperty.com/en/property/details-1978832.html,"March 6, 2020",35 Thousand
Ready Flat Is Now For Rent In Mohammadpur Nearby Mohammadpur Tokyo Square,2 ,2 ,950 sqft,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/704968-400x300.webp,https://www.bproperty.com/en/property/details-2040524.html,"July 30, 2020",18 Thousand
For Rental Purpose 1100 Square Feet Flat Is Available In Motijheel,2 ,2 ,"1,100 sqft","Naya Paltan, Motijheel, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-2055620.html,"October 29, 2021",22 Thousand
"Create Your New Home In A 1200 Sq Ft Semi Furnished Nice Flat For Rent In Uttara, Near Trust College",3 ,3 ,"1,200 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/134575-400x300.webp,https://www.bproperty.com/en/property/details-2082750.html,"February 22, 2023",45 Thousand
An Apartment Is Ready For Rent At Zakir Hossain Housing Society Near South Khulshi Jame Mosque,3 ,3 ,"1,750 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-2082801.html,"February 1, 2022",25 Thousand
1350 Sq Ft Road Sided Apartment For Rent In Nasirabad Properties Residential Area,3 ,3 ,"1,350 sqft","Nasirabad Properties Residential Area, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1418124-400x300.webp,https://www.bproperty.com/en/property/details-4958253.html,"June 4, 2022",23 Thousand
"A Suitable Flat Of 1100 Sq Ft With 3 Bedrooms For Rent In Mirpur, East Kazipara",3 ,3 ,"1,100 sqft","East Kazipara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1571161-400x300.webp,https://www.bproperty.com/en/property/details-3652522.html,"February 3, 2022",16 Thousand
"In An Urban Location And Reasonable Price, This 3 Bedroom Flat Is Available For Rent In South Khulshi-VIP Housing Society.",3 ,3 ,"2,000 sqft","VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1571161-400x300.webp,https://www.bproperty.com/en/property/details-4646086.html,"February 2, 2022",35 Thousand
"A 2000 Square Feet Beautiful Apartment Is Ready For Rent At Vip Housing Society, South Khulshi",3 ,3 ,"2,000 sqft","VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/320564-400x300.webp,https://www.bproperty.com/en/property/details-4646089.html,"February 2, 2022",35 Thousand
New With A View – 2000 Sq Ft Apartment For Rent In South Khulshi,3 ,3 ,"2,000 sqft","VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1381621-400x300.webp,https://www.bproperty.com/en/property/details-4646090.html,"February 2, 2022",35 Thousand
"Get Ready To Rent This Ideally Maintained 2000 Sq Ft Apartment Located In VIP Housing Society, South Khulshi",3 ,3 ,"2,000 sqft","VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1381621-400x300.webp,https://www.bproperty.com/en/property/details-4646087.html,"February 2, 2022",35 Thousand
"This Comfortable And Beautiful Apartment Of 2000 Sq Ft In VIP Housing Society, South Khulshi Is Up For Rent",3 ,3 ,"2,000 sqft","VIP Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1455667-400x300.webp,https://www.bproperty.com/en/property/details-4646088.html,"February 2, 2022",35 Thousand
"Grab This Nice 1600 Sq Ft Flat In South Khulshi, To Fulfill Your Desire",3 ,3 ,"1,600 sqft","Paharika Residential Area, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/320564-400x300.webp,https://www.bproperty.com/en/property/details-3851798.html,"March 25, 2022",23 Thousand
For Rental Purpose 2600 Sq Ft Flat Is Now Up For Rent In Gulshan Close To Shahabuddin Medical College Hospital,3 ,3 ,"2,600 sqft","Gulshan 1, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1455667-400x300.webp,https://www.bproperty.com/en/property/details-1716721.html,"December 24, 2021",1 Lakh
"Smartly Priced 750 Sq Ft Apartment, That You Should Check In Katashur",2 ,2 ,750 sqft,"Katashur, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1418124-400x300.webp,https://www.bproperty.com/en/property/details-4331174.html,"February 19, 2023",16 Thousand
Spaciously Designed And Strongly 2115 Sq. Ft Apartment Is Now Vacant For Rent In South Khulshi,3 ,3 ,"2,115 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1415043-240x180.webp,https://www.bproperty.com/en/property/details-4559114.html,"October 28, 2021",1 Lakh
"Flat up for rent in Gulshan 2 area, near Manarat International University, of 3600 SQ FT is available and open for new tenants to move in",5 ,5 ,"3,600 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1772951.html,"January 31, 2023",2 Lakh
3200 Sq Ft Apartment For Rent At Gulshan 1,4 ,4 ,"3,200 sqft","Gulshan 1, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1439524-240x180.webp,https://www.bproperty.com/en/property/details-3071755.html,"November 28, 2021",2.5 Lakh
Avail An Exclusive Home Experience In This 3150 Sq Ft Flat For Rent In Uttara Sector 4,4 ,4 ,"3,150 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1572554-240x180.webp,https://www.bproperty.com/en/property/details-5436062.html,"February 7, 2023",1 Lakh
"Ease Up Your Life By Renting This 700 Sq Ft Flat In Mohammadpur, Pc Culture Housing",2 ,2 ,700 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1527671-400x300.webp,https://www.bproperty.com/en/property/details-4832055.html,"November 29, 2022",15 Thousand
1350 Square Feet Apartment With A Calm Environment Is For Rent In Mirpur-11,3 ,3 ,"1,350 sqft","Block A, Section 11, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1528733-400x300.webp,https://www.bproperty.com/en/property/details-3434633.html,"January 11, 2023",25 Thousand
"In The Suitable Location Of Uttara 13, An Eye-catching Flat Of 2100 Sq Ft Is Up For Rent",4 ,4 ,"2,100 sqft","Road No 2, Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540484-240x180.webp,https://www.bproperty.com/en/property/details-4756713.html,"July 18, 2022",60 Thousand
1319 Sq Ft Flat Is Situated At Bashundhara R/a Near Ebenzer International School Which Is Waiting For Being Rented,3 ,4 ,"1,319 sqft","Block C, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/537434-400x300.webp,https://www.bproperty.com/en/property/details-1757161.html,"February 15, 2023",26 Thousand
1676 Square Feet Residential Apartment With 3 Bedrooms For Rent In Uttara-4,3 ,3 ,"1,676 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553510-240x180.webp,https://www.bproperty.com/en/property/details-3074989.html,"August 29, 2022",35 Thousand
An Apartment Of 1400 Sq Ft Is Now Ready To Rent In Boro Maghbazar,3 ,3 ,"1,400 sqft","Boro Maghbazar, Maghbazar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/109373-400x300.webp,https://www.bproperty.com/en/property/details-3604395.html,"February 22, 2023",27 Thousand
A 1825 Sq Ft Apartment Is Waiting For Rent At Uttara Nearby Uttara East Police Station,3 ,3 ,"1,825 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1547247-240x180.webp,https://www.bproperty.com/en/property/details-1863807.html,"July 28, 2022",45 Thousand
"See This 3000 Sq Ft Residential Apartment Space To Rent Located In Sector 3, Uttara",5 ,3 ,"3,000 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/959521-240x180.webp,https://www.bproperty.com/en/property/details-2052563.html,"July 30, 2022",1.2 Lakh
"A 3000 Sq Ft Residential Apartment To Rent In Uttara, Sector 3",5 ,3 ,"3,000 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/959087-240x180.webp,https://www.bproperty.com/en/property/details-2052562.html,"July 30, 2022",1.2 Lakh
"1250 Square Feet Apartment Is Up To Rent At Block A, Chandrima Model Town",3 ,3 ,"1,250 sqft","Block A, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/537434-400x300.webp,https://www.bproperty.com/en/property/details-4582696.html,"April 19, 2022",15 Thousand
"This Smartly Priced Apartment Which Is Up For Rent In Chandrima Model Town-Block A , That You Should Check.",3 ,3 ,"1,250 sqft","Block A, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/537434-400x300.webp,https://www.bproperty.com/en/property/details-4582698.html,"April 19, 2022",15 Thousand
Grab This 3 Bedroom Apartment Up For Rent At Maghbazar Beside Boro Mogbazar Wireless Chaurasta Jame Mosque.,3 ,3 ,"1,300 sqft","Maghbazar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/537434-400x300.webp,https://www.bproperty.com/en/property/details-3611461.html,"September 25, 2022",27 Thousand
Get Comfortable In A Flat For Rent In Kalabagan Nearby Masjid-e-baqquatil Mubaraquah,3 ,3 ,"1,200 sqft","Kalabagan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/779564-400x300.webp,https://www.bproperty.com/en/property/details-1886232.html,"September 25, 2022",30 Thousand
Offering You 1250 Sq Ft Well-constructed Flat To Rent In Shukrabad,3 ,2 ,"1,250 sqft","Shukrabad, Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-4492808.html,"February 20, 2023",30 Thousand
Well-constructed 1250 Sq Ft Home Is Now Offering To You In Shukrabad For Rent,3 ,2 ,"1,250 sqft","Shukrabad, Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-4492812.html,"February 20, 2023",30 Thousand
Take This 3 Bedrooms Residential Flat For Rent At Gulshan 2 Area Nearby Green Dale Int School,3 ,3 ,"2,977 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/670935-400x300.webp,https://www.bproperty.com/en/property/details-1852391.html,"January 18, 2022",2 Lakh
Decent Sized Flat Is Now Up For Rent In Baridhara Close To Myanmar Embassy,3 ,3 ,"2,300 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1409475-240x180.webp,https://www.bproperty.com/en/property/details-1855305.html,"March 6, 2020",75 Thousand
We Have A 1500 Sq. ft Home For You In Uttara Nearby Al-arafah Islami Bank,4 ,3 ,"1,500 sqft","Sector 11, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1347058-240x180.webp,https://www.bproperty.com/en/property/details-5020780.html,"January 28, 2023",40 Thousand
High Standards Of Living – 2300 Sq Ft Flat For Rent In Baridhara,3 ,3 ,"2,300 sqft","Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1484624-240x180.webp,https://www.bproperty.com/en/property/details-4677934.html,"January 27, 2022",1.5 Lakh
Your Dream Home Including 3 Bedroom Is Ready To Be Rented At Chandrima Model Town,3 ,3 ,"1,250 sqft","Block A, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-4582697.html,"April 19, 2022",15 Thousand
"An Apartment Up For Rent In Al Falah Housing Society, Nearby Nasirabad High School.",3 ,3 ,"1,500 sqft","Al-Falah Housing Society, East Nasirabad, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1974743.html,"January 25, 2022",20 Thousand
This Ready And Comfortable 2500 Square Feet Apartment Is Up For Rent At Bashundhara R-a,3 ,4 ,"2,500 sqft","Block J, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1464697-240x180.webp,https://www.bproperty.com/en/property/details-4898455.html,"January 30, 2023",35 Thousand
"350 Sq Ft Flat Is Up For Rent In Pc Culture Housing, Mohammadpur",2 ,1 Bath,350 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-4997052.html,"September 11, 2022",10 Thousand
2600 SQ FT flat is now Vacant for rent in Uttara close to Agora,3 ,4 ,"2,600 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-1780417.html,"August 13, 2022",70 Thousand
Flat For Rent In Mohammadpur Close To Quaderia Taiyebia Alia Kamil Madrasah,2 ,2 ,800 sqft,"Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/297515-400x300.webp,https://www.bproperty.com/en/property/details-1993948.html,"February 2, 2023",15.5 Thousand
"Make This 1200 Sq Feet Nice Flat Yours, By Renting It In Goltek",3 ,3 ,"1,200 sqft","Cantonment, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1257631-400x300.webp,https://www.bproperty.com/en/property/details-5515243.html,"January 9, 2023",15 Thousand
1350 Square Feet Full Furnished Apartment Is Ready For Rent In Uttara-3,3 ,3 ,"1,350 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1444385-240x180.webp,https://www.bproperty.com/en/property/details-1739399.html,"January 30, 2023",55 Thousand
Seize This 1550 Square Feet Residential Flat Up For Rent In South Badda,3 ,3 ,"1,550 sqft","South Badda, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1572104-240x180.webp,https://www.bproperty.com/en/property/details-5551856.html,"February 2, 2023",40 Thousand
See This Apartment Is Up For Rent At Naya Nagar Near Nayanagar Masjid.,2 ,1 Bath,600 sqft,"Naya Nagar, Khilkhet, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1174166-400x300.webp,https://www.bproperty.com/en/property/details-1992919.html,"February 18, 2023",11.5 Thousand
A Brand New 1975 Sq Ft Beautiful Apartment For Rent In Mohammadpur,4 ,4 ,"1,975 sqft","Tajmahal Road, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-5451816.html,"January 29, 2023",60 Thousand
"In Rampura Near Mohanagar Project, A Flat Is Ready For Rent",3 ,2 ,"1,050 sqft","Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1960219.html,"February 13, 2023",21 Thousand
"1500 Sq Ft Flat Is Available For Rent In Mohammadpur, Mohammadia Housing Society",3 ,3 ,"1,500 sqft","Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540558-400x300.webp,https://www.bproperty.com/en/property/details-4158179.html,"February 19, 2023",21 Thousand
900 Sq. Ft An Adequate Apartment For Rent Is Available In Mohammadpur Housing LTD.,2 ,2 ,900 sqft,"Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-2018867.html,"August 12, 2022",20 Thousand
Brand New Apartment Of 1975 Sq Ft Is Ready To Rent In Mohammadpur,4 ,3 ,"1,975 sqft","Tajmahal Road, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1572871-240x180.webp,https://www.bproperty.com/en/property/details-5451818.html,"January 29, 2023",60 Thousand
"Smartly Priced 1350 Sq Ft Apartment, That You Should Check In Paikpara",3 ,4 ,"1,350 sqft","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-5479367.html,"February 22, 2023",22 Thousand
"1300 Sq Ft Flat Is Up For Rent In Aftab Nagar, Sector-2",3 ,3 ,"1,300 sqft","Sector 2, Block E, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1572002-240x180.webp,https://www.bproperty.com/en/property/details-5551840.html,"February 10, 2023",21 Thousand
Nice 1200 Sq Ft Home Is Available To Rent In Mohammadpur,3 ,3 ,"1,200 sqft","Mohammadi Housing LTD., Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-4120738.html,"February 22, 2023",22 Thousand
